CompId	Annotation	NumberOfNodes	EValue
4	SAOUHSC_02818;DBGWAS_general_tag=hypothetical_protein	1	1.820000e-09
4	USA300HOU_RS06720;DBGWAS_general_tag=DNA-binding_response_regulator	1	1.710000e-09
4	SAOUHSC_01314;DBGWAS_general_tag=hypothetical_protein	1	1.710000e-09
4	USA300HOU_RS03365;DBGWAS_general_tag=hypothetical_protein	5	1.120000e-14
4	SAOUHSC_00622;DBGWAS_general_tag=hypothetical_protein	5	1.120000e-14
4	SAOUHSC_01572;DBGWAS_general_tag=hypothetical_protein	4	3.690000e-22
4	TCH1516intergenic_1181433-1181907	5	2.780000e-23
4	NCTC8325intergenic_1087531-1088005	5	2.780000e-23
4	TCH1516intergenic_2628130-2628340	1	1.980000e-09
4	NCTC8325intergenic_2576622-2576832	1	1.980000e-09
4	TCH1516intergenic_2201270-2201638	4	6.390000e-18
4	NCTC8325intergenic_2147798-2148166	4	6.390000e-18
4	TCH1516intergenic_1601419-1601675	16	2.150000e-24
4	TCH1516intergenic_2121936-2122124	7	4.440000e-15
4	TCH1516intergenic_694219-694254	1	8.050000e-10
4	SAOUHSC_01571;DBGWAS_general_tag=SLT_orf_71-like_protein	1	6.440000e-13
4	SAOUHSC_02226;DBGWAS_general_tag=hypothetical_protein	1	9.130000e-11
4	USA300HOU_RS07695;DBGWAS_general_tag=peptidase	1	1.820000e-09
4	SAOUHSC_01523;DBGWAS_general_tag=SLT_orf_527-like_protein	1	1.820000e-09
4	TCH1516intergenic_2184956-2185389	2	3.830000e-14
4	NCTC8325intergenic_2131495-2131928	2	3.830000e-14
