CompId	Annotation	NumberOfNodes	EValue
1	TCH1516intergenic_1426269-1426808	21	6.130000e-25
1	NCTC8325intergenic_1348844-1349855	26	6.130000e-25
1	NCTC8325intergenic_1332346-1333317	27	6.130000e-25
1	NCTC8325intergenic_1813408-1815491	19	6.130000e-25
1	USA300HOU_RS15360;DBGWAS_general_tag=hypothetical_protein	9	7.550000e-24
1	NCTC8325intergenic_1776134-1776997	9	7.550000e-24
1	USA300HOU_RS15240;DBGWAS_general_tag=hypothetical_protein	13	6.130000e-25
1	NCTC8325intergenic_977455-978260	67	6.130000e-25
1	USA300HOU_RS15110;DBGWAS_general_tag=hypothetical_protein	8	6.130000e-25
1	NCTC8325intergenic_720044-720394	6	4.410000e-14
1	NCTC8325intergenic_603627-604015	10	6.130000e-25
1	USA300HOU_RS00785;DBGWAS_general_tag=hypothetical_protein	36	6.130000e-25
1	SAOUHSC_00111;DBGWAS_general_tag=hypothetical_protein	27	6.130000e-25
1	TCH1516intergenic_1056181-1056376	1	2.090000e-09
1	NCTC8325intergenic_962108-962303	1	2.090000e-09
1	USA300HOU_RS00175;DBGWAS_general_tag=IS5/IS1182_family_transposase	5	6.980000e-10
1	TCH1516intergenic_2265137-2265636	4	9.480000e-16
1	TCH1516intergenic_1071528-1072182	29	6.130000e-25
1	NCTC8325intergenic_2815019-2815472	30	2.850000e-23
1	TCH1516intergenic_2672042-2672421	7	6.130000e-25
1	NCTC8325intergenic_2620534-2620913	7	6.130000e-25
1	TCH1516intergenic_163504-163717	1	2.090000e-09
1	NCTC8325intergenic_108894-109107	1	2.090000e-09
1	TCH1516intergenic_598451-598732	1	1.800000e-08
1	NCTC8325intergenic_534514-534795	1	1.800000e-08
1	NCTC8325intergenic_115214-116537	26	6.130000e-25
1	TCH1516intergenic_2580365-2580589	22	1.280000e-14
1	TCH1516intergenic_1470017-1470297	14	6.130000e-25
1	TCH1516intergenic_891806-892323	23	6.390000e-18
1	NCTC8325intergenic_2527319-2527926	22	1.280000e-14
1	NCTC8325intergenic_1375286-1375630	15	6.130000e-25
1	NCTC8325intergenic_811453-811871	26	1.330000e-21
1	TCH1516intergenic_1380186-1380547	4	1.780000e-12
1	NCTC8325intergenic_1286269-1287160	9	1.330000e-21
1	TCH1516intergenic_2031793-2032023	10	1.280000e-14
1	NCTC8325intergenic_1978212-1978642	11	1.330000e-21
1	USA300HOU_RS15635;DBGWAS_general_tag=hypothetical_protein	17	2.850000e-23
1	TCH1516intergenic_2551420-2551507	2	8.670000e-30
1	NCTC8325intergenic_2498373-2498460	2	8.670000e-30
1	TCH1516intergenic_1098194-1098369	1	4.410000e-14
1	TCH1516intergenic_800992-801216	1	4.410000e-14
1	NCTC8325intergenic_1004122-1004297	1	4.410000e-14
1	TCH1516intergenic_2664765-2665202	1	2.050000e-12
1	NCTC8325intergenic_2613257-2613694	1	2.050000e-12
1	NCTC8325intergenic_775477-776118	4	2.840000e-10
1	TCH1516intergenic_2267945-2268649	2	1.730000e-11
1	NCTC8325intergenic_2214417-2215121	2	1.730000e-11
1	USA300HOU_RS15255;DBGWAS_general_tag=hypothetical_protein	1	1.610000e-09
1	SAOUHSC_01118;DBGWAS_general_tag=hypothetical_protein	1	1.610000e-09
1	TCH1516intergenic_1910467-1910862	6	1.030000e-22
1	TCH1516intergenic_1456886-1457129	3	1.940000e-10
1	TCH1516intergenic_1542739-1542928	1	1.820000e-09
1	NCTC8325intergenic_1445414-1445603	1	1.820000e-09
1	USA300HOU_RS03170;DBGWAS_general_tag=hypothetical_protein	1	2.040000e-09
1	SAOUHSC_00598;DBGWAS_general_tag=hypothetical_protein	1	2.040000e-09
1	USA300HOU_RS15505;DBGWAS_general_tag=IS5/IS1182_family_transposase	1	5.290000e-20
1	USA300HOU_RS15370;DBGWAS_general_tag=IS5/IS1182_family_transposase	1	5.290000e-20
1	USA300HOU_RS15350;DBGWAS_general_tag=IS5/IS1182_family_transposase	1	5.290000e-20
1	USA300HOU_RS15300;DBGWAS_general_tag=hypothetical_protein	1	5.290000e-20
1	USA300HOU_RS15290;DBGWAS_general_tag=transposase	1	5.290000e-20
1	USA300HOU_RS06005;DBGWAS_general_tag=hypothetical_protein	8	5.290000e-20
1	NCTC8325intergenic_1110970-1111793	10	5.290000e-20
1	USA300HOU_RS15465;DBGWAS_general_tag=transposase	2	2.460000e-18
1	NCTC8325intergenic_2079444-2079815	2	2.460000e-18
1	USA300HOU_RS15535;DBGWAS_general_tag=transposase	1	5.330000e-15
1	USA300HOU_RS12765;DBGWAS_general_tag=hypothetical_protein	1	5.330000e-15
1	TCH1516intergenic_79391-79650	4	3.030000e-12
1	TCH1516intergenic_785756-786106	1	1.930000e-09
1	NCTC8325intergenic_704934-705284	1	1.930000e-09
1	NCTC8325intergenic_1375090-1375154	4	9.030000e-09
1	USA300HOU_RS09430;DBGWAS_general_tag=hypothetical_protein	1	2.200000e-09
1	SAOUHSC_01896;DBGWAS_general_tag=hypothetical_protein	1	2.200000e-09
1	USA300HOU_RS12000;DBGWAS_general_tag=hypothetical_protein	1	5.360000e-10
1	SAOUHSC_02476;DBGWAS_general_tag=hypothetical_protein	1	5.360000e-10
1	NCTC8325intergenic_620764-621142	1	1.930000e-09
1	SAOUHSC_01687;DBGWAS_general_tag=hypothetical_protein	6	1.940000e-10
1	TCH1516intergenic_1728766-<1729037	1	3.030000e-12
1	NCTC8325intergenic_1631379-1632958	1	3.030000e-12
1	NCTC8325intergenic_2501982-2502475	4	4.460000e-13
1	USA300HOU_RS15215;DBGWAS_general_tag=hypothetical_protein	4	1.940000e-10
1	NCTC8325intergenic_2778589-2779035	4	1.940000e-10
1	SAOUHSC_00896;DBGWAS_general_tag=hypothetical_protein	4	1.940000e-10
1	USA300HOU_RS14975;DBGWAS_general_tag=hypothetical_protein	1	9.030000e-09
1	TCH1516intergenic_2215890-2216093	1	2.040000e-09
1	NCTC8325intergenic_2162467-2162621	1	2.040000e-09
1	USA300HOU_RS03315;DBGWAS_general_tag=cell_division_protein_FtsK	1	1.820000e-09
1	TCH1516intergenic_2866601-2866788	5	3.830000e-14
1	USA300HOU_RS15550;DBGWAS_general_tag=hypothetical_protein	2	4.460000e-13
1	TCH1516intergenic_2725574-2725627	2	2.690000e-10
1	NCTC8325intergenic_2673776-2674109	2	2.080000e-11
1	USA300HOU_RS15115;DBGWAS_general_tag=hypothetical_protein	2	7.050000e-11
1	USA300HOU_RS15615;DBGWAS_general_tag=hypothetical_protein	2	1.940000e-10
1	USA300HOU_RS15330;DBGWAS_general_tag=hypothetical_protein	2	1.940000e-10
1	USA300HOU_RS15305;DBGWAS_general_tag=DUF3125_domain-containing_protein	2	1.940000e-10
1	USA300HOU_RS15275;DBGWAS_general_tag=DUF3125_domain-containing_protein	2	1.940000e-10
1	USA300HOU_RS15180;DBGWAS_general_tag=DUF3125_domain-containing_protein	2	1.940000e-10
1	USA300HOU_RS15165;DBGWAS_general_tag=hypothetical_protein	2	1.940000e-10
1	USA300HOU_RS15120;DBGWAS_general_tag=hypothetical_protein	2	1.940000e-10
1	TCH1516intergenic_1457615-1457745	1	9.030000e-09
1	TCH1516intergenic_1205173-1205687	2	5.130000e-12
2	USA300HOU_RS06720;DBGWAS_general_tag=DNA-binding_response_regulator	29	8.040000e-35
2	SAOUHSC_01314;DBGWAS_general_tag=hypothetical_protein	29	8.040000e-35
3	USA300HOU_RS00135;DBGWAS_general_tag=hypothetical_protein	27	1.000000e-71
3	USA300HOU_RS14800;DBGWAS_general_tag=aminoglycoside_O-phosphotransferase_APH(3\')-IIIa	33	4.180000e-27
3	TCH1516intergenic_12245-12506	22	5.580000e-20
3	TCH1516intergenic_25102-25347	2	5.810000e-11
3	USA300HOU_RS14915;DBGWAS_general_tag=thiolase-like_protein	21	5.880000e-42
3	TCH1516intergenic_35769-35876	5	3.510000e-22
3	USA300HOU_RS14945;DBGWAS_general_tag=IS6_family_transposase	6	2.130000e-14
3	USA300HOU_RS00140;DBGWAS_general_tag=IS6_family_transposase_IS431mec	6	2.130000e-14
3	USA300HOU_RS14860;DBGWAS_general_tag=ABC-F_type_ribosomal_protection_protein_Msr(A)	6	6.130000e-25
3	TCH1516intergenic_21070-21543	49	6.130000e-25
3	USA300HOU_RS06970;DBGWAS_general_tag=anthranilate_phosphoribosyltransferase	10	6.130000e-25
3	SAOUHSC_01368;DBGWAS_general_tag=anthranilate_phosphoribosyltransferase	10	6.130000e-25
3	USA300HOU_RS14820;DBGWAS_general_tag=IS6_family_transposase	4	2.130000e-14
3	USA300HOU_RS14790;DBGWAS_general_tag=IS6-like_element_IS257_family_transposase	4	2.130000e-14
3	USA300HOU_RS14825;DBGWAS_general_tag=hypothetical_protein	16	1.820000e-36
3	USA300HOU_RS15665;DBGWAS_general_tag=hypothetical_protein	5	1.530000e-19
3	TCH1516intergenic_1524-2387	5	3.320000e-16
3	USA300HOU_RS14890;DBGWAS_general_tag=replication_protein	10	2.850000e-23
3	TCH1516intergenic_16282-16386	2	1.940000e-10
3	USA300HOU_RS15420;DBGWAS_general_tag=hypothetical_protein	1	2.040000e-09
3	NCTC8325intergenic_2001478-2002338	1	2.040000e-09
3	TCH1516intergenic_84981-86000	1	2.450000e-14
3	TCH1516intergenic_7390-7915	3	2.800000e-18
3	USA300HOU_RS06965;DBGWAS_general_tag=glutamine_amidotransferase	10	6.130000e-25
3	SAOUHSC_01367;DBGWAS_general_tag=anthranilate_synthase_component_II	10	6.130000e-25
3	USA300HOU_RS14940;DBGWAS_general_tag=hypothetical_protein	4	1.560000e-15
3	USA300HOU_RS00295;DBGWAS_general_tag=hypothetical_protein	5	6.130000e-25
3	TCH1516intergenic_76888-77075	2	6.130000e-25
3	USA300HOU_RS14865;DBGWAS_general_tag=Mph(C)_family_macrolide_2\'-phosphotransferase	3	9.260000e-40
3	USA300HOU_RS14870;DBGWAS_general_tag=recombinase_family_protein	3	1.520000e-12
3	USA300HOU_RS00335;DBGWAS_general_tag=universal_stress_protein	1	2.200000e-09
3	USA300HOU_RS14840;DBGWAS_general_tag=hypothetical_protein	1	2.090000e-09
3	TCH1516intergenic_2334995-2335031	1	9.720000e-09
3	NCTC8325intergenic_2281629-2281665	1	9.720000e-09
3	USA300HOU_RS14765;DBGWAS_general_tag=penicillin-hydrolyzing_class_A_beta-lactamase_BlaZ	3	9.550000e-40
3	USA300HOU_RS00165;DBGWAS_general_tag=beta-lactam_sensor/signal_transducer_MecR1	2	5.810000e-11
3	TCH1516intergenic_76171-76214	5	5.210000e-13
3	TCH1516intergenic_1908934-1909193	1	1.820000e-09
3	NCTC8325intergenic_1811875-1812134	1	1.820000e-09
3	TCH1516intergenic_1340168-1340868	1	1.820000e-09
3	NCTC8325intergenic_1246251-1246951	1	1.820000e-09
3	TCH1516intergenic_2445641-2446127	2	3.260000e-15
3	NCTC8325intergenic_2392289-2392775	2	3.260000e-15
3	USA300HOU_RS05135;DBGWAS_general_tag=ABC_transporter_ATP-binding_protein	2	2.440000e-23
3	SAOUHSC_00970;DBGWAS_general_tag=ABC_transporter_ATP-binding_protein	2	2.440000e-23
3	USA300HOU_RS14855;DBGWAS_general_tag=IS6_family_transposase	1	6.940000e-09
3	USA300HOU_RS04490;DBGWAS_general_tag=hypothetical_protein	1	5.510000e-10
3	TCH1516intergenic_36551-36586	2	2.700000e-09
3	TCH1516intergenic_13181-13349	1	1.930000e-09
3	TCH1516intergenic_20326-20395	1	1.940000e-10
3	USA300HOU_RS14880;DBGWAS_general_tag=transcriptional_regulator	2	1.040000e-21
3	USA300HOU_RS14805;DBGWAS_general_tag=streptothricin_N-acetyltransferase_Sat4	1	1.980000e-09
3	USA300HOU_RS14830;DBGWAS_general_tag=ABC_transporter_permease	1	1.770000e-09
4	NCTC8325intergenic_1547147-1547620	40	1.470000e-48
4	TCH1516intergenic_1644534-1645007	38	1.470000e-48
4	USA300HOU_RS07915;DBGWAS_general_tag=hypothetical_protein	11	1.060000e-44
4	USA300HOU_RS13110;DBGWAS_general_tag=hypothetical_protein	5	6.130000e-25
4	SAOUHSC_02711;DBGWAS_general_tag=hypothetical_protein	5	6.130000e-25
4	TCH1516intergenic_168320-168692	7	6.130000e-25
4	NCTC8325intergenic_113710-114082	7	6.130000e-25
4	NCTC8325intergenic_2133481-2134740	2	1.940000e-10
4	TCH1516intergenic_2186942-2187060	2	6.980000e-10
4	USA300HOU_RS03360;DBGWAS_general_tag=hypothetical_protein	17	1.860000e-47
4	SAOUHSC_00621;DBGWAS_general_tag=hypothetical_protein	31	1.860000e-47
4	USA300HOU_RS06595;DBGWAS_general_tag=hypothetical_protein	9	1.320000e-26
4	SAOUHSC_01288;DBGWAS_general_tag=hypothetical_protein	9	1.320000e-26
4	TCH1516intergenic_1601133-1601200	40	2.870000e-18
4	NCTC8325intergenic_2069439-2070260	39	2.100000e-15
4	NCTC8325intergenic_1502932-1502986	37	6.930000e-13
4	USA300HOU_RS08165;DBGWAS_general_tag=elongation_factor_P	1	5.800000e-19
4	SAOUHSC_01625;DBGWAS_general_tag=elongation_factor_P	1	5.800000e-19
4	USA300HOU_RS07680;DBGWAS_general_tag=hypothetical_protein	2	1.170000e-49
4	SAOUHSC_01520;DBGWAS_general_tag=SLT_orf_488-like_protein	2	1.170000e-49
4	NCTC8325intergenic_2574892-2575196	49	5.690000e-25
4	TCH1516intergenic_2626400-2626705	51	6.130000e-25
4	USA300HOU_RS00565;DBGWAS_general_tag=aspartate_aminotransferase	15	2.080000e-41
4	SAOUHSC_00064;DBGWAS_general_tag=hypothetical_protein	15	2.080000e-41
4	USA300HOU_RS13490;DBGWAS_general_tag=helicase	13	1.320000e-26
4	SAOUHSC_02790;DBGWAS_general_tag=hypothetical_protein	13	1.320000e-26
4	USA300HOU_RS10805;DBGWAS_general_tag=hypothetical_protein	20	4.620000e-26
4	USA300HOU_RS07920;DBGWAS_general_tag=hypothetical_protein	16	1.320000e-26
4	USA300HOU_RS10960;DBGWAS_general_tag=accessory_gene_regulator_AgrB	1	2.140000e-09
4	SAOUHSC_02261;DBGWAS_general_tag=accessory_gene_regulator_protein_B	1	2.140000e-09
4	TCH1516intergenic_1100436-1100765	5	6.130000e-25
4	NCTC8325intergenic_1006364-1006693	5	6.130000e-25
4	USA300HOU_RS13935;DBGWAS_general_tag=N-acetyltransferase	9	7.740000e-24
4	SAOUHSC_02886;DBGWAS_general_tag=hypothetical_protein	9	7.740000e-24
4	USA300HOU_RS11230;DBGWAS_general_tag=DNA-binding_response_regulator	5	1.190000e-65
4	SAOUHSC_02315;DBGWAS_general_tag=DNA-binding_response_regulator	5	1.190000e-65
4	TCH1516intergenic_2504075-2504339	13	6.130000e-25
4	NCTC8325intergenic_2451024-2451288	13	6.130000e-25
4	TCH1516intergenic_680894-681137	54	9.860000e-17
4	TCH1516intergenic_1868593-1869062	1	1.770000e-09
4	TCH1516intergenic_1716986-1717311	1	1.770000e-09
4	NCTC8325intergenic_1771403-1771872	1	1.770000e-09
4	NCTC8325intergenic_1619566-1619924	1	1.770000e-09
4	USA300HOU_RS03280;DBGWAS_general_tag=hypothetical_protein	9	7.550000e-24
4	SAOUHSC_01573;DBGWAS_general_tag=hypothetical_protein	5	4.620000e-26
4	USA300HOU_RS00235;DBGWAS_general_tag=HNH_endonuclease	4	1.520000e-12
4	USA300HOU_RS09605;DBGWAS_general_tag=NTPase	1	1.820000e-09
4	SAOUHSC_01931;DBGWAS_general_tag=hypothetical_protein	1	1.820000e-09
4	TCH1516intergenic_1338065-1338557	2	3.690000e-22
4	NCTC8325intergenic_1244148-1244640	2	3.690000e-22
4	USA300HOU_RS11845;DBGWAS_general_tag=glycine/betaine_ABC_transporter_permease	4	5.320000e-19
4	SAOUHSC_02444;DBGWAS_general_tag=BCCT_family_osmoprotectant_transporter	4	5.320000e-19
4	TCH1516intergenic_368566-368843	5	2.960000e-93
4	NCTC8325intergenic_310582-310859	5	2.960000e-93
4	TCH1516intergenic_863471-863810	1	1.820000e-09
4	NCTC8325intergenic_783361-783700	1	1.820000e-09
4	NCTC8325intergenic_2068365-2068423	20	3.710000e-17
4	TCH1516intergenic_2121647-2121705	26	1.030000e-17
4	USA300HOU_RS15580;DBGWAS_general_tag=YSIRK_signal_domain/LPXTG_anchor_domain_surface_protein	9	6.170000e-20
4	SAOUHSC_02798;DBGWAS_general_tag=hypothetical_protein	9	6.170000e-20
4	TCH1516intergenic_2255322-2255636	2	3.630000e-21
4	NCTC8325intergenic_2201850-2202164	2	3.630000e-21
4	USA300HOU_RS13620;DBGWAS_general_tag=MFS_transporter	1	1.820000e-09
4	SAOUHSC_02818;DBGWAS_general_tag=hypothetical_protein	1	1.820000e-09
4	USA300HOU_RS06720;DBGWAS_general_tag=DNA-binding_response_regulator	1	1.710000e-09
4	SAOUHSC_01314;DBGWAS_general_tag=hypothetical_protein	1	1.710000e-09
4	USA300HOU_RS03365;DBGWAS_general_tag=hypothetical_protein	5	1.120000e-14
4	SAOUHSC_00622;DBGWAS_general_tag=hypothetical_protein	5	1.120000e-14
4	SAOUHSC_01572;DBGWAS_general_tag=hypothetical_protein	4	3.690000e-22
4	TCH1516intergenic_1181433-1181907	5	2.780000e-23
4	NCTC8325intergenic_1087531-1088005	5	2.780000e-23
4	TCH1516intergenic_2628130-2628340	1	1.980000e-09
4	NCTC8325intergenic_2576622-2576832	1	1.980000e-09
4	TCH1516intergenic_2201270-2201638	4	6.390000e-18
4	NCTC8325intergenic_2147798-2148166	4	6.390000e-18
4	TCH1516intergenic_1601419-1601675	16	2.150000e-24
4	TCH1516intergenic_2121936-2122124	7	4.440000e-15
4	TCH1516intergenic_694219-694254	1	8.050000e-10
4	SAOUHSC_01571;DBGWAS_general_tag=SLT_orf_71-like_protein	1	6.440000e-13
4	SAOUHSC_02226;DBGWAS_general_tag=hypothetical_protein	1	9.130000e-11
4	USA300HOU_RS07695;DBGWAS_general_tag=peptidase	1	1.820000e-09
4	SAOUHSC_01523;DBGWAS_general_tag=SLT_orf_527-like_protein	1	1.820000e-09
4	TCH1516intergenic_2184956-2185389	2	3.830000e-14
4	NCTC8325intergenic_2131495-2131928	2	3.830000e-14
5	TCH1516intergenic_2262326-2262477	27	8.620000e-29
5	NCTC8325intergenic_2208855-2209006	22	8.620000e-29
5	USA300HOU_RS11580;DBGWAS_general_tag=transcriptional_regulator	10	1.170000e-49
5	SAOUHSC_02388;DBGWAS_general_tag=hypothetical_protein	10	1.170000e-49
6	SAOUHSC_00240;DBGWAS_general_tag=D-ribose_pyranase	16	2.600000e-51
6	USA300HOU_RS01405;DBGWAS_general_tag=D-ribose_pyranase	15	2.600000e-51
6	USA300HOU_RS01410;DBGWAS_general_tag=ribose_transporter_RbsU	5	6.130000e-25
6	SAOUHSC_00241;DBGWAS_general_tag=hypothetical_protein	5	6.130000e-25
7	USA300HOU_RS03325;DBGWAS_general_tag=hypothetical_protein	28	1.310000e-38
7	USA300HOU_RS03330;DBGWAS_general_tag=hypothetical_protein	5	1.320000e-26
8	USA300HOU_RS14770;DBGWAS_general_tag=beta-lactam_sensor/signal_transducer_BlaR1	46	1.240000e-27
9	USA300HOU_RS07940;DBGWAS_general_tag=hypothetical_protein	18	6.130000e-25
10	SAOUHSC_02404;DBGWAS_general_tag=hypothetical_protein	30	6.130000e-25
10	USA300HOU_RS11650;DBGWAS_general_tag=methicillin_resistance_protein_FmtB	28	1.320000e-26
11	USA300HOU_RS00560;DBGWAS_general_tag=EamA_family_transporter	24	1.260000e-122
11	SAOUHSC_00062;DBGWAS_general_tag=hypothetical_protein	24	1.260000e-122
11	TCH1516intergenic_123753-123865	18	6.130000e-25
11	NCTC8325intergenic_69073-69185	18	6.130000e-25
12	TCH1516intergenic_57554-58073	27	1.000000e-71
12	TCH1516intergenic_88627-89054	4	3.250000e-22
12	USA300HOU_RS00215;DBGWAS_general_tag=hypothetical_protein	1	2.410000e-20
12	USA300HOU_RS00245;DBGWAS_general_tag=HNH_endonuclease	43	4.700000e-96
12	TCH1516intergenic_34191-34512	1	2.060000e-13
13	TCH1516intergenic_650748-650799	7	7.600000e-19
13	NCTC8325intergenic_583000-583051	7	7.600000e-19
13	SAOUHSC_00580;DBGWAS_general_tag=hypothetical_protein	12	7.310000e-52
13	USA300HOU_RS03100;DBGWAS_general_tag=hypothetical_protein	12	7.310000e-52
13	USA300HOU_RS03105;DBGWAS_general_tag=dihydrolipoamide_dehydrogenase	1	1.480000e-15
13	SAOUHSC_00581;DBGWAS_general_tag=hypothetical_protein	1	1.480000e-15
14	USA300HOU_RS00205;DBGWAS_general_tag=hypothetical_protein	72	3.660000e-45
15	TCH1516intergenic_1-543	49	2.630000e-35
15	NCTC8325intergenic_1-516	50	5.660000e-37
16	SAOUHSC_01366;DBGWAS_general_tag=anthranilate_synthase_component_I	27	2.340000e-46
16	USA300HOU_RS06960;DBGWAS_general_tag=anthranilate_synthase_component_I	26	2.340000e-46
17	USA300HOU_RS00285;DBGWAS_general_tag=hypothetical_protein	23	6.950000e-30
17	USA300HOU_RS00180;DBGWAS_general_tag=hypothetical_protein	8	1.030000e-22
18	USA300HOU_RS12255;DBGWAS_general_tag=MarR_family_transcriptional_regulator	9	1.320000e-26
18	SAOUHSC_02530;DBGWAS_general_tag=hypothetical_protein	11	1.320000e-26
18	USA300HOU_RS12260;DBGWAS_general_tag=MFS_transporter	9	1.320000e-26
18	SAOUHSC_02531;DBGWAS_general_tag=hypothetical_protein	9	1.320000e-26
19	USA300HOU_RS01175;DBGWAS_general_tag=coagulase	81	5.690000e-25
19	SAOUHSC_00192;DBGWAS_general_tag=staphylocoagulase	91	1.320000e-26
19	TCH1516intergenic_268127-268308	1	1.700000e-10
19	NCTC8325intergenic_213642-213823	1	1.700000e-10
20	USA300HOU_RS00465;DBGWAS_general_tag=transcriptional_regulator	22	1.590000e-31
20	SAOUHSC_00041;DBGWAS_general_tag=hypothetical_protein	22	1.590000e-31
20	TCH1516intergenic_98861-98909	3	1.800000e-19
20	NCTC8325intergenic_44179-44227	3	1.800000e-19
21	TCH1516intergenic_349448-350033	96	6.130000e-25
21	USA300HOU_RS01550;DBGWAS_general_tag=DUF5080_domain-containing_protein	34	4.570000e-54
21	SAOUHSC_00271;DBGWAS_general_tag=hypothetical_protein	34	4.570000e-54
21	TCH1516intergenic_346050-346185	72	6.130000e-25
21	NCTC8325intergenic_291565-291700	72	6.130000e-25
21	TCH1516intergenic_352567-353189	19	2.650000e-23
21	NCTC8325intergenic_294583-295205	19	2.650000e-23
22	TCH1516intergenic_2680965-2681543	19	1.320000e-26
22	NCTC8325intergenic_2629458-2630036	19	1.320000e-26
22	TCH1516intergenic_2679948-2680212	2	1.720000e-20
22	NCTC8325intergenic_2628441-2628705	2	1.720000e-20
23	TCH1516intergenic_2710926-2711436	27	3.750000e-27
23	NCTC8325intergenic_2659408-2659919	27	3.750000e-27
24	TCH1516intergenic_2627026-2627386	32	6.130000e-25
24	NCTC8325intergenic_2575517-2575878	31	6.130000e-25
25	NCTC8325intergenic_1965771-1965882	10	1.030000e-22
25	TCH1516intergenic_2127058-2127248	9	5.210000e-13
25	NCTC8325intergenic_2073429-2073536	10	3.770000e-28
25	USA300HOU_RS04430;DBGWAS_general_tag=enterotoxin	9	6.130000e-25
25	USA300HOU_RS04425;DBGWAS_general_tag=exotoxin	22	1.600000e-37
25	SAOUHSC_02239;DBGWAS_general_tag=integrase	1	5.490000e-39
25	USA300HOU_RS10860;DBGWAS_general_tag=site-specific_integrase	1	2.550000e-37
25	TCH1516intergenic_897164-897251	10	3.690000e-22
25	NCTC8325intergenic_1507166-1507291	1	6.360000e-21
25	TCH1516intergenic_1604554-1604679	1	2.960000e-19
26	USA300HOU_RS07790;DBGWAS_general_tag=nuclease	45	1.750000e-26
26	SAOUHSC_01543;DBGWAS_general_tag=phi-like_protein	45	1.750000e-26
27	USA300HOU_RS08465;DBGWAS_general_tag=DNA_internalization-related_competence_protein_ComEC/Rec2	40	1.320000e-26
27	SAOUHSC_01691;DBGWAS_general_tag=DNA_internalization-related_competence_protein_ComEC/Rec2	41	1.320000e-26
28	USA300HOU_RS11735;DBGWAS_general_tag=MFS_transporter	40	1.020000e-33
28	SAOUHSC_02418;DBGWAS_general_tag=hypothetical_protein	42	1.020000e-33
29	USA300HOU_RS04920;DBGWAS_general_tag=peptide_ABC_transporter_ATP-binding_protein	26	1.320000e-26
29	SAOUHSC_00929;DBGWAS_general_tag=oligopeptide_ABC_transporter_ATP-binding_protein	26	1.320000e-26
30	SAOUHSC_00276;DBGWAS_general_tag=hypothetical_protein	20	6.980000e-24
30	USA300HOU_RS01560;DBGWAS_general_tag=hypothetical_protein	26	1.320000e-26
30	USA300HOU_RS01600;DBGWAS_general_tag=hypothetical_protein	6	8.600000e-18
30	USA300HOU_RS01570;DBGWAS_general_tag=hypothetical_protein	13	3.600000e-22
30	USA300HOU_RS01540;DBGWAS_general_tag=hypothetical_protein	2	1.690000e-15
30	SAOUHSC_00269;DBGWAS_general_tag=hypothetical_protein	2	1.690000e-15
30	USA300HOU_RS01575;DBGWAS_general_tag=hypothetical_protein	13	3.030000e-28
30	SAOUHSC_00274;DBGWAS_general_tag=hypothetical_protein	1	8.040000e-14
30	SAOUHSC_00275;DBGWAS_general_tag=hypothetical_protein	1	9.120000e-10
31	TCH1516intergenic_2661607-2661927	63	1.860000e-47
31	NCTC8325intergenic_2610099-2610419	61	1.860000e-47
32	USA300HOU_RS13015;DBGWAS_general_tag=prevent-host-death_protein	13	1.280000e-82
32	SAOUHSC_02692;DBGWAS_general_tag=hypothetical_protein	13	1.280000e-82
